Time,can,PL
-1000000010,can0,125#9000419F437E0560
-1000000010,can0,55C#101B000041823000
-1000000010,can0,4FD#11240A4E31074308
-1000000010,can0,585#0040000000020018
-1000000010,can0,6E0#00C900CA00C700C8
-1000000010,can0,025#00000288403E2001
-1000000010,can0,153#00000000000C1002
-1000000010,can0,295#0000000000001840
-1000000010,can0,662#4EA0000040000000
-1000000010,can0,19C#12562012C20028A0
-1000000010,can0,107#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,3C1#7B551FBB6302292E
-1000000010,can0,0D0#4A7504640D00E600
-1000000010,can0,033#000798000E4007D0
-1000000010,can0,274#00F229F3507C8E73
-1000000010,can0,0C0#6000000000000000
-1000000010,can0,0BA#0548040410000498
-1000000010,can0,041#8022002001000000
-1000000010,can0,354#2004400000031600
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#205296020809755E
-1000000010,can0,28B#0000000000000000
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,125#9000411F433E4760
-1000000010,can0,1CA#3FF9FF8000000C30
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,193#00080803E8780000
-1000000010,can0,20E#4E2003A073BFAFFF
-1000000010,can0,522#DF7FD0007AD0001C
-1000000010,can0,366#7EDDC8020147CE38
-1000000010,can0,580#00000003AD080000
-1000000010,can0,434#012620A96E2F6850
-1000000010,can0,0D0#527504640C00E600
-1000000010,can0,033#000790000E8007D0
-1000000010,can0,6E0#00C900CA00C600C7
-1000000010,can0,498#87FFBFFC15803981
-1000000010,can0,230#F5000002EC001400
-1000000010,can0,2E1#0000000000000004
-1000000010,can0,354#2004400000030700
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#2052960208097558
-1000000010,can0,162#00080003EA11F4CE
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,69E#044004811FC01202
-1000000010,can0,125#9000415F437DE960
-1000000010,can0,2A3#00000003FE803080
-1000000010,can0,5B3#0400000000000400
-1000000010,can0,6E0#00C900C800C600C6
-1000000010,can0,153#00000000000C1002
-1000000010,can0,662#4EA0000040000000
-1000000010,can0,19C#16522012C20028A0
-1000000010,can0,0D0#5A7504640C00E500
-1000000010,can0,107#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,033#000788000EC007D0
-1000000010,can0,274#00F22BF1507C8E73
-1000000010,can0,0C0#6000000000000000
-1000000010,can0,297#1100002000025110
-1000000010,can0,5AF#20C0000000200000
-1000000010,can0,32D#00000420AC010020
-1000000010,can0,354#2004400000037000
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,28B#0000000000000000
-1000000010,can0,00E#2052960208097558
-1000000010,can0,6FC#00000755A2B83040
-1000000010,can0,125#9000419F437DAB60
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,2B4#14E97E0000005800
-1000000010,can0,3C1#7B551FBAA342A92E
-1000000010,can0,239#00000000000040A0
-1000000010,can0,03C#0000040029000000
-1000000010,can0,207#040460482ADED518
-1000000010,can0,4C9#01F915820D03F64B
-1000000010,can0,1D6#028BC08034740590
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,193#00080803E8880000
-1000000010,can0,20E#4E2003A072BF8FFF
-1000000010,can0,522#DF7FD0007A58001C
-1000000010,can0,366#7EDDC8020147CE38
-1000000010,can0,580#00000003A5880000
-1000000010,can0,0D7#0000020080000000
-1000000010,can0,295#0000000000001840
-1000000010,can0,0D0#627504640B00E500
-1000000010,can0,033#000780000F0007D0
-1000000010,can0,434#014680A98E2F7870
-1000000010,can0,6E0#00C800C800C600C6
-1000000010,can0,498#87FFBFFC15803942
-1000000010,can0,577#00000800000000D8
-1000000010,can0,230#F4000002EC001600
-1000000010,can0,2E1#0000000000000004
-1000000010,can0,354#2004400000037000
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#205296020809755E
-1000000010,can0,162#00080003EA11F4CE
-1000000010,can0,0A7#1090FA24D12B60A0
-1000000010,can0,69E#044004811FC01202
-1000000010,can0,125#9000415F437DAD60
-1000000010,can0,497#0000000000000000
-1000000010,can0,6E0#00C800C800C400C6
-1000000010,can0,153#00000000000C1002
-1000000010,can0,662#4EA0000040000000
-1000000010,can0,19C#1A4E2012C20028A0
-1000000010,can0,0D0#6A7504640B00E400
-1000000010,can0,107#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,033#000778000F4007D0
-1000000010,can0,274#00F22DEF507C8E73
-1000000010,can0,0C0#6000000000000000
-1000000010,can0,0BA#0548040410000498
-1000000010,can0,354#2004000000037080
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#2052960208097558
-1000000010,can0,28B#0000000000000000
-1000000010,can0,0A7#1090F9A4D12B60A0
-1000000010,can0,125#9000419F437D6F60
-1000000010,can0,2D2#0000080000000000
-1000000010,can0,4FD#111B0A4D2505C308
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,4CB#8000000000000000
-1000000010,can0,193#00080803E8880000
-1000000010,can0,280#18E0027000000000
-1000000010,can0,20E#4E2003A0723F8FFF
-1000000010,can0,522#DF7FD00079E0001C
-1000000010,can0,366#7EDDC8020147CE38
-1000000010,can0,580#000000039E080000
-1000000010,can0,0D0#727504640A00E400
-1000000010,can0,033#000770000F8007D0
-1000000010,can0,434#016860A99E4F7870
-1000000010,can0,6E0#00C800C800C400C3
-1000000010,can0,498#87FFBFFC168038C3
-1000000010,can0,3C1#7B551FBB61C3692E
-1000000010,can0,2C1#01F38FC7C91FE21A
-1000000010,can0,230#F3000002EC001800
-1000000010,can0,2E1#0000000000000004
-1000000010,can0,354#2004000000036180
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#205296020809755E
-1000000010,can0,162#00080003EA11F4CE
-1000000010,can0,0A7#1090FA24D12B60A0
-1000000010,can0,69E#044004821FC01202
-1000000010,can0,125#9000415F437D7160
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,0F4#9A0C010204B10240
-1000000010,can0,6E0#00C800C700C400C3
-1000000010,can0,153#00000000000C1002
-1000000010,can0,295#0000000000001840
-1000000010,can0,662#4EA0000040000000
-1000000010,can0,19C#1E4A2012C20028A0
-1000000010,can0,107#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,0D0#7A7504640B00E200
-1000000010,can0,033#000768000FC007D0
-1000000010,can0,274#00F22FED507C8E73
-1000000010,can0,0C0#6000000000000000
-1000000010,can0,354#2004000000036180
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,28B#0000000000000000
-1000000010,can0,00E#205296020809755E
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,125#9000415F437D5360
-1000000010,can0,407#40001FF01500BDA0
-1000000010,can0,075#0F32000FAE1EE000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,193#00080803E8880000
-1000000010,can0,20E#4E2003A071BFAFFF
-1000000010,can0,522#DF7FD0007968001C
-1000000010,can0,366#7EDDC8020147CE38
-1000000010,can0,580#0000000396880000
-1000000010,can0,434#0186C0A99E4F9880
-1000000010,can0,0D0#027504641A00E200
-1000000010,can0,033#0007E0000C0007D0
-1000000010,can0,6E0#00C800C700C400C3
-1000000010,can0,498#87FFBFFC16803884
-1000000010,can0,32D#00000420AC010020
-1000000010,can0,230#F2000002EC001A00
-1000000010,can0,2E1#0000000000000004
-1000000010,can0,354#2004000000035A00
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#205296020809755E
-1000000010,can0,162#00080003EA11F4CE
-1000000010,can0,0A7#1090FA24D12B60A0
-1000000010,can0,69E#044004821FC01202
-1000000010,can0,125#9000415F437D3560
-1000000010,can0,3C1#7B551FBB6143E92E
-1000000010,can0,03A#00000000001D0800
-1000000010,can0,6E0#00C800C700C100C3
-1000000010,can0,4E7#0000001503670000
-1000000010,can0,153#00000000000C1002
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,662#4EA0000040000000
-1000000010,can0,107#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,684#54D677D94154901E
-1000000010,can0,636#249C7980EF87C000
-1000000010,can0,2D7#100060D800000008
-1000000010,can0,19C#02622013420028A0
-1000000010,can0,0D0#0A7504641A00E100
-1000000010,can0,033#0007D8000C4007D0
-1000000010,can0,274#00F221FB507C8E77
-1000000010,can0,0C0#6000000000000000
-1000000010,can0,0BA#054803C410000498
-1000000010,can0,3E4#00CC000085000000
-1000000010,can0,65C#4008E27530000000
-1000000010,can0,577#00000800000000D8
-1000000010,can0,354#2004000000035A00
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,28B#0000000000000000
-1000000010,can0,00E#205296020809755E
-1000000010,can0,2E2#18080D4040000118
-1000000010,can0,125#9000415F437D1760
-1000000010,can0,345#050202C23C774081
-1000000010,can0,430#0031448BE48011A0
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,130#0001500000000000
-1000000010,can0,03D#0000088000000000
-1000000010,can0,4EE#A0000D08F04C4008
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,193#00080803E8880000
-1000000010,can0,20E#4E2003A0713FAFFF
-1000000010,can0,522#DF7FD00078F0001C
-1000000010,can0,366#7EDDC8020147CE38
-1000000010,can0,580#000000038F080000
-1000000010,can0,26E#010A008288EBEA04
-1000000010,can0,295#0000000000001840
-1000000010,can0,0D0#127504641900E100
-1000000010,can0,033#0007D0000C8007D0
-1000000010,can0,434#01A600A9BE5FA880
-1000000010,can0,6E0#00C800C600C100C1
-1000000010,can0,66C#0040000018000000
-1000000010,can0,498#87FFBFFC17803805
-1000000010,can0,464#0002400000901D51
-1000000010,can0,230#F1000002EC001C00
-1000000010,can0,2E1#0000000000000004
-1000000010,can0,354#2004000000034B00
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#2052960208097558
-1000000010,can0,162#00080003EA11F4CE
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,69E#044004821FC01202
-1000000010,can0,125#9000415F437CF960
-1000000010,can0,69D#808DCFB04FC1FCB1
-1000000010,can0,4FD#11210A4D2D06C308
-1000000010,can0,585#0040000000020018
-1000000010,can0,6E0#00C800C600C100C1
-1000000010,can0,153#00000000000C1002
-1000000010,can0,662#4EA0000040000000
-1000000010,can0,19C#065E2013420028A0
-1000000010,can0,0D0#1A7504641A00DF00
-1000000010,can0,107#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,3C1#7B551FBBA084692E
-1000000010,can0,033#0007C8000CC007D0
-1000000010,can0,274#00F223F9507C8E77
-1000000010,can0,0C0#6000000000000000
-1000000010,can0,2B7#0020284000008040
-1000000010,can0,354#2004000000033C00
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,28B#0000000000000000
-1000000010,can0,00E#2052960208097558
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,125#9000415F437CDB60
-1000000010,can0,1CA#3FF9FF8000000C30
-1000000010,can0,5E8#000002040039B000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,193#00080803E8880000
-1000000010,can0,20E#4E2003A070BFAFFF
-1000000010,can0,522#DF7FD0007878001C
-1000000010,can0,366#7EDDC8020147CE38
-1000000010,can0,580#0000000387880000
-1000000010,can0,434#01C640A9BE5FA8A0
-1000000010,can0,0D0#227504641900DF00
-1000000010,can0,033#0007C0000D0007D0
-1000000010,can0,6E0#00C500C600C100C1
-1000000010,can0,498#87FFBFFC18803786
-1000000010,can0,230#F0000002EC001E00
-1000000010,can0,419#0A9B464D045FC2CF
-1000000010,can0,2E1#0000000000000004
-1000000010,can0,354#2004000000033C00
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#205296020809755E
-1000000010,can0,162#00080003EA11F4CE
-1000000010,can0,0A7#1090FA24D12B60A0
-1000000010,can0,69E#044004821FC01202
-1000000010,can0,125#9000415F437CBD60
-1000000010,can0,2A3#00000003FE803080
-1000000010,can0,5B3#0400000000000400
-1000000010,can0,6E0#00C500C600C000C1
-1000000010,can0,153#00000000000C1002
-1000000010,can0,295#0000000000001840
-1000000010,can0,662#4EA0000040000000
-1000000010,can0,19C#0A5A2013420028A0
-1000000010,can0,107#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,0D0#2A7504641A00DD00
-1000000010,can0,033#0007B8000D4007D0
-1000000010,can0,274#00F225F7507C8E77
-1000000010,can0,0C0#6000000000000000
-1000000010,can0,0BA#054803C410000498
-1000000010,can0,51B#280C410128000121
-1000000010,can0,32D#00000420AC010020
-1000000010,can0,2B4#14E97E0000005800
-1000000010,can0,354#2004000000033480
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#2052960208097558
-1000000010,can0,28B#0000000000000000
-1000000010,can0,6FC#0000075562B82840
-1000000010,can0,125#9000415F437C9F60
-1000000010,can0,0A7#1090F9A4D12B60A0
-1000000010,can0,239#00000000000040A0
-1000000010,can0,3C1#7B551FBB9FC5292E
-1000000010,can0,03C#0000040029000000
-1000000010,can0,207#040460482ADED518
-1000000010,can0,4C9#01F915820D02F64B
-1000000010,can0,1D6#020F828030240580
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,193#00080803E8880000
-1000000010,can0,20E#4E2003A06FBF8FFF
-1000000010,can0,522#DF7FD0007F80001C
-1000000010,can0,366#7EDDC8020147CE38
-1000000010,can0,580#00000003F8080000
-1000000010,can0,0D7#0000020080000000
-1000000010,can0,0D0#327504641900DD00
-1000000010,can0,033#0007B0000D8007D0
-1000000010,can0,434#01E5A0A9CE6FC8A0
-1000000010,can0,6E0#00C500C300C000BF
-1000000010,can0,498#87FFBFFC18803747
-1000000010,can0,577#00000800000000D8
-1000000010,can0,230#FF000002EC000000
-1000000010,can0,2E1#0000000000000004
-1000000010,can0,354#2004000000032580
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#2052960208097558
-1000000010,can0,162#00080003EA11F4CE
-1000000010,can0,0A7#1090FA24D12B60A0
-1000000010,can0,69E#044004811FC01202
-1000000010,can0,125#9000415F437E6160
-1000000010,can0,497#0000000000000000
-1000000010,can0,6E0#00C500C300C000BF
-1000000010,can0,153#00000000000C1002
-1000000010,can0,662#4EA0000040000000
-1000000010,can0,19C#0E562013420028A0
-1000000010,can0,0D0#3A7504641900DC00
-1000000010,can0,107#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,033#0007A8000DC007D0
-1000000010,can0,274#00F227F5507C8E77
-1000000010,can0,0C0#6000000000000000
-1000000010,can0,354#2004000000032580
-1000000010,can0,5E1#893FE0080A000080
-1000000010,can0,28B#0000000000000000
-1000000010,can0,00E#205296020809755E
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,125#9000415F437E4360
-1000000010,can0,2D2#0000100000000000
-1000000010,can0,55C#101B000041823000
-1000000010,can0,4FD#11250A4D3307C388
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,193#00080803E8880000
-1000000010,can0,20E#4E2003A06EBFAFFF
-1000000010,can0,522#DF7FD0007F08001C
-1000000010,can0,366#7EDDC8020147CE38
-1000000010,can0,580#00000003F0880000
-1000000010,can0,434#020820A9CE8FC8B0
-1000000010,can0,295#0000000000001840
-1000000010,can0,0D0#427504641800DC00
-1000000010,can0,033#0007A0000E0007D0
-1000000010,can0,6E0#00C500C300BD00BF
-1000000010,can0,498#87FFBFFC198036C8
-1000000010,can0,3C1#7B551FBB9F05E92E
-1000000010,can0,230#FE000002EC000200
-1000000010,can0,2E1#0000000000000004
-1000000010,can0,354#2004000000031E00
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#2052960208097558
-1000000010,can0,162#00080003EA11F4CE
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,69E#044004811FC01202
-1000000010,can0,125#9000415F437E2560
-1000000010,can0,2C1#01F36FC7C99FCE2E
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,0F4#9A0C010204B10240
-1000000010,can0,6E0#00C500C300BD00BC
-1000000010,can0,153#00000000000C1002
-1000000010,can0,662#4EA0000040000000
-1000000010,can0,19C#12522013420028A0
-1000000010,can0,0D0#4A7504641900DA00
-1000000010,can0,107#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,033#000798000E4007D0
-1000000010,can0,274#00F229F3507C8E77
-1000000010,can0,0C0#6000000000000000
-1000000010,can0,0BA#054803C410000498
-1000000010,can0,354#2004000000031E00
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,28B#0000000000000000
-1000000010,can0,00E#205296020809755E
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,125#9000415F437E0760
-1000000010,can0,407#40001FF01500BDA0
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,193#00080803E8880000
-1000000010,can0,20E#4E2003A06E3F6FFF
-1000000010,can0,522#DF7FD0007E90001C
-1000000010,can0,366#7EDDC8020147CE38
-1000000010,can0,580#00000003E9080000
-1000000010,can0,434#022820A9DE8FD8B0
-1000000010,can0,0D0#527504641800DA00
-1000000010,can0,033#000790000E8007D0
-1000000010,can0,6E0#00C500C100BD00BC
-1000000010,can0,498#87FFBFFC1A803649
-1000000010,can0,30A#402D5001D2FC3200
-1000000010,can0,1C4#0000020001400000
-1000000010,can0,2A4#4E1E011C040898D0
-1000000010,can0,32D#00000420AC010020
-1000000010,can0,230#FD000002EC000400
-1000000010,can0,2E1#0000000000000004
-1000000010,can0,354#2004000000030F00
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#205296020809755E
-1000000010,can0,162#00080003EA11F4CE
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,69E#044004811FC01202
-1000000010,can0,125#9000415F437DE960
-1000000010,can0,3C1#7B551FBB5EC6692E
-1000000010,can0,6E0#00C200C100BD00BC
-1000000010,can0,4E7#0000001503670000
-1000000010,can0,153#00000000000C1002
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,295#0000000000001840
-1000000010,can0,107#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,662#4EA0000040000000
-1000000010,can0,684#54D677D94154901E
-1000000010,can0,636#249C7980EF87D000
-1000000010,can0,2D7#100060D800000008
-1000000010,can0,19C#164E2013420028A0
-1000000010,can0,0D0#5A7504641900D800
-1000000010,can0,033#000788000EC007D0
-1000000010,can0,274#00F22BF1507C8E77
-1000000010,can0,0C0#6000000000000000
-1000000010,can0,3E4#00D0000085000000
-1000000010,can0,65C#4008E27530000000
-1000000010,can0,577#00000800000000D8
-1000000010,can0,354#2004000000037800
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,28B#0000000000000000
-1000000010,can0,00E#205296020809755E
-1000000010,can0,2E2#18080D4040000118
-1000000010,can0,125#9000415F437DCB60
-1000000010,can0,345#050202C23C774081
-1000000010,can0,430#0031448BE48011A0
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,130#0001500000000000
-1000000010,can0,03D#0000088000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,193#00080803E8880000
-1000000010,can0,20E#4E2003A06DBF6FFF
-1000000010,can0,522#DF7FD0007E18001C
-1000000010,can0,366#7EDDC8020147CE38
-1000000010,can0,580#00000003E1880000
-1000000010,can0,434#024000A9DE9FD8D0
-1000000010,can0,0D0#627504641800D800
-1000000010,can0,033#000780000F0007D0
-1000000010,can0,6E0#00C200C100BB00BC
-1000000010,can0,26E#010A008288EBEA04
-1000000010,can0,66C#0040000018000000
-1000000010,can0,498#87FFBFFC1980364A
-1000000010,can0,464#0002400000901C52
-1000000010,can0,230#FC000002EC000600
-1000000010,can0,2E1#0000000000000004
-1000000010,can0,354#2004000000037800
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#205296020809755E
-1000000010,can0,162#00080003EA11F4CE
-1000000010,can0,0A7#1090F9A4D12B60A0
-1000000010,can0,69E#044004811FC01202
-1000000010,can0,125#9000415F437DAD60
-1000000010,can0,585#0040000000020018
-1000000010,can0,4FD#11240A4D31074308
-1000000010,can0,6E0#00C200C000BB00BA
-1000000010,can0,153#00000000000C1002
-1000000010,can0,662#4EA0000040000000
-1000000010,can0,19C#1A4A2013420028A0
-1000000010,can0,0D0#6A7504641700D800
-1000000010,can0,107#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,3C1#7B551FBB1E86E92E
-1000000010,can0,033#000778000F4007D0
-1000000010,can0,274#00F22DEF507C8E77
-1000000010,can0,0C0#6000000000000000
-1000000010,can0,0BA#054803C410000498
-1000000010,can0,354#2004000000037080
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#2052960208097558
-1000000010,can0,28B#0000000000000000
-1000000010,can0,0A7#1090F924D12B60A0
-1000000010,can0,125#9000415F437D8F60
-1000000010,can0,1CA#3FF9FF8000000C30
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,193#00080803E8880000
-1000000010,can0,20E#4E2003A06D3FAFFF
-1000000010,can0,522#DF7FD0007DA0001C
-1000000010,can0,366#7EDDC8020147CE38
-1000000010,can0,580#00000003DA080000
-1000000010,can0,434#026000A9FE9FF8D0
-1000000010,can0,295#0000000000001840
-1000000010,can0,0D0#727504641600D800
-1000000010,can0,033#000770000F8007D0
-1000000010,can0,6E0#00C200C000BB00BA
-1000000010,can0,498#87FFBFFC1A8035CB
-1000000010,can0,230#FB000002EC000800
-1000000010,can0,2E1#0000000000000004
-1000000010,can0,354#2003C00000036980
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#2052960208097558
-1000000010,can0,162#00080003EA11F4CE
-1000000010,can0,0A7#1090F9A4D12B60A0
-1000000010,can0,69E#044004811FC01202
-1000000010,can0,125#9000415F437D7160
-1000000010,can0,2A3#00000003FE803000
-1000000010,can0,5B3#0400000000000400
-1000000010,can0,6E0#00C000C000BB00BA
-1000000010,can0,153#00000000000C1002
-1000000010,can0,662#4EA0000040000000
-1000000010,can0,19C#1E462013420028A0
-1000000010,can0,0D0#7A7504641700D600
-1000000010,can0,033#000768000FC007D0
-1000000010,can0,274#00F22FED507C8E77
-1000000010,can0,0C0#6000000000000000
-1000000010,can0,107#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,32D#00000420AC010020
-1000000010,can0,2B4#14E97E0000005800
-1000000010,can0,354#2003C00000036980
-1000000010,can0,5E1#893FE0080A000080
-1000000010,can0,28B#0000000000000000
-1000000010,can0,00E#2052960208097558
-1000000010,can0,6FC#00000755E2B82840
-1000000010,can0,125#9000415F437D5360
-1000000010,can0,0A7#1090FA24D12B60A0
-1000000010,can0,239#00000000000040A0
-1000000010,can0,3C1#7B551FBC1CC7A92E
-1000000010,can0,03C#0000040028000000
-1000000010,can0,207#040460482ADED518
-1000000010,can0,4C9#01F915820D02F64B
-1000000010,can0,1D6#020B808030240580
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,193#00080803E8880000
-1000000010,can0,20E#4E2007A06D3FAFFF
-1000000010,can0,522#DF7FD0007D28001C
-1000000010,can0,366#7EDDC8020147CE38
-1000000010,can0,580#00000003D2880000
-1000000010,can0,0D7#0000020080000000
-1000000010,can0,0D0#027504642600D600
-1000000010,can0,033#0007E0000C0007D0
-1000000010,can0,434#028AA0A9FEBFF8E0
-1000000010,can0,6E0#00C000C000B900BA
-1000000010,can0,498#87FFBFFC198035CC
-1000000010,can0,577#00000800000000D8
-1000000010,can0,230#FA000002EC000A00
-1000000010,can0,2E1#0000000000000004
-1000000010,can0,354#2003C00000036200
-1000000010,can0,5E1#893FE0080A000080
-1000000010,can0,00E#205296020809755E
-1000000010,can0,162#00080003EA11F4CE
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,69E#044004811FC01202
-1000000010,can0,125#9000415F437D3560
-1000000010,can0,497#0000000000000000
-1000000010,can0,6E0#00C000BE00B900B9
-1000000010,can0,153#00000000000C1002
-1000000010,can0,295#0000000000001840
-1000000010,can0,662#4EA0000040000000
-1000000010,can0,19C#02602013820028A0
-1000000010,can0,107#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,0D0#0A7504642500D600
-1000000010,can0,033#0007D8000C4007D0
-1000000010,can0,274#00F221FB507C8E77
-1000000010,can0,0C0#6000000000000000
-1000000010,can0,0BA#054803C410000498
-1000000010,can0,354#2003C00000036200
-1000000010,can0,5E1#893FE0080A000080
-1000000010,can0,00E#205296020809755E
-1000000010,can0,28B#0000000000000000
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,125#9000415F437D1760
-1000000010,can0,2D2#0000180000000000
-1000000010,can0,4FD#11200A4E2D06C308
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,4CB#8000000000000000
-1000000010,can0,193#00080803E8880000
-1000000010,can0,20E#4E2003A06CBFAFF7
-1000000010,can0,522#DF7FD0007CB0001C
-1000000010,can0,366#7EDDC8020147CE38
-1000000010,can0,580#00000003CB080000
-1000000010,can0,434#02AAA0AA0EB008F0
-1000000010,can0,0D0#127504642400D600
-1000000010,can0,033#0007D0000C8007D0
-1000000010,can0,6E0#00C000BE00B900B9
-1000000010,can0,280#18E0027000000000
-1000000010,can0,3C1#7B551FBBDC88292E
-1000000010,can0,498#87FFBFFC1980358D
-1000000010,can0,230#F9000002EC000C00
-1000000010,can0,2E1#0000000000000004
-1000000010,can0,354#2003C00000035300
-1000000010,can0,5E1#893FE0080A000080
-1000000010,can0,00E#2052960208097558
-1000000010,can0,162#00080003EA11F4CE
-1000000010,can0,69E#044004811FC01202
-1000000010,can0,125#9000415F437CF960
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,0F4#9A0C010204B10240
-1000000010,can0,6E0#00C000BE00B900B9
-1000000010,can0,153#00000000000C1002
-1000000010,can0,662#4EA0000040000000
-1000000010,can0,19C#065C2013820028A0
-1000000010,can0,0D0#1A7504642400D500
-1000000010,can0,107#0000000000000000
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,2C1#01F3CFC7C91FB642
-1000000010,can0,033#0007C8000CC007D0
-1000000010,can0,274#00F223F9507C8E79
-1000000010,can0,0C0#6000000000000000
-1000000010,can0,354#2003C00000034400
-1000000010,can0,5E1#893FE0080A000080
-1000000010,can0,28B#0000000000000000
-1000000010,can0,00E#2052960208097552
-1000000010,can0,0A7#1090FAA4D12B60A0
-1000000010,can0,125#9000415F437CDB60
-1000000010,can0,407#40001FF01500BDA0
-1000000010,can0,FFF#0000000000000000
-1000000010,can0,193#00080803E8880000
-1000000010,can0,20E#4E2003A06C3F8FFF
-1000000010,can0,522#DF7FD0007C38001C
-1000000010,can0,366#7EDDC8020147CE38
-1000000010,can0,580#00000003C3880000
-1000000010,can0,434#02CAA0AA0EC008F0
-1000000010,can0,295#0000000000001840
-1000000010,can0,0D0#227504642300D500
-1000000010,can0,033#0007C0000D0007D0
-1000000010,can0,6E0#00C000BE00B900B9
-1000000010,can0,498#87FFBFFC1980354E
-1000000010,can0,32D#00000420AC010020
-1000000010,can0,230#F8000002EC000E00
-1000000010,can0,2E1#0000000000000004
-1000000010,can0,354#2003C00000034400
-1000000010,can0,5E1#893FE0080A000480
-1000000010,can0,00E#2052960208097564
-1000000010,can0,162#00080003EA11F4CE
-1000000010,can0,0A7#1090FA24D12B60A0
-1000000010,can0,69E#044004811FC01202
-1000000010,can0,125#9000415F437CBD60
-1000000010,can0,3C1#7B551FBB5C48E92E
